UF,municipio,zona,secao,cargo,quantidadeVotos,partido,candidato
AL,27057,22,181,presidente,120,22,22
AL,27057,22,181,presidente,4,branco,branco
AL,27057,22,181,presidente,13,nulo,nulo
AL,27057,22,49,presidente,147,13,13
AL,27057,22,49,presidente,168,22,22
AL,27057,22,49,presidente,2,branco,branco
AL,27057,22,49,presidente,12,nulo,nulo
AL,27057,22,469,presidente,148,13,13
AL,27057,22,469,presidente,173,22,22
AL,27057,22,469,presidente,2,branco,branco
AL,27057,22,469,presidente,10,nulo,nulo
AL,27057,22,383,presidente,169,13,13
AL,27057,22,383,presidente,142,22,22
AL,27057,22,383,presidente,6,branco,branco
AL,27057,22,383,presidente,19,nulo,nulo
AL,27057,22,578,presidente,164,13,13
AL,27057,22,578,presidente,91,22,22
AL,27057,22,578,presidente,7,branco,branco
AL,27057,22,578,presidente,7,nulo,nulo
AL,27057,22,523,presidente,143,13,13
AL,27057,22,523,presidente,145,22,22
AL,27057,22,523,presidente,4,branco,branco
AL,27057,22,523,presidente,17,nulo,nulo
AL,27057,22,590,presidente,186,13,13
AL,27057,22,590,presidente,156,22,22
AL,27057,22,590,presidente,3,branco,branco
AL,27057,22,590,presidente,10,nulo,nulo
AL,27057,22,513,presidente,185,13,13
AL,27057,22,513,presidente,103,22,22
AL,27057,22,513,presidente,6,branco,branco
AL,27057,22,513,presidente,17,nulo,nulo
AL,27057,22,368,presidente,192,13,13
AL,27057,22,368,presidente,111,22,22
AL,27057,22,368,presidente,5,branco,branco
AL,27057,22,368,presidente,19,nulo,nulo
AL,27057,22,459,presidente,177,13,13
AL,27057,22,459,presidente,149,22,22
AL,27057,22,459,presidente,6,branco,branco
AL,27057,22,459,presidente,7,nulo,nulo
AL,27057,22,517,presidente,180,13,13
AL,27057,22,517,presidente,137,22,22
AL,27057,22,517,presidente,5,branco,branco
AL,27057,22,517,presidente,14,nulo,nulo
AL,27057,22,471,presidente,162,13,13
AL,27057,22,471,presidente,162,22,22
AL,27057,22,471,presidente,5,branco,branco
AL,27057,22,471,presidente,13,nulo,nulo
AL,27057,22,54,presidente,167,13,13
AL,27057,22,54,presidente,156,22,22
AL,27057,22,54,presidente,3,branco,branco
AL,27057,22,54,presidente,17,nulo,nulo
AL,27057,22,51,presidente,140,13,13
AL,27057,22,51,presidente,172,22,22
AL,27057,22,51,presidente,2,branco,branco
AL,27057,22,51,presidente,15,nulo,nulo
AL,27057,22,514,presidente,144,13,13
AL,27057,22,514,presidente,174,22,22
AL,27057,22,514,presidente,2,branco,branco
AL,27057,22,514,presidente,12,nulo,nulo
AL,27057,22,43,presidente,166,13,13
AL,27057,22,43,presidente,155,22,22
AL,27057,22,43,presidente,4,branco,branco
AL,27057,22,43,presidente,20,nulo,nulo
AL,27057,22,52,presidente,146,13,13
AL,27057,22,52,presidente,157,22,22
AL,27057,22,52,presidente,2,branco,branco
AL,27057,22,52,presidente,25,nulo,nulo
AL,27057,22,593,presidente,154,13,13
AL,27057,22,593,presidente,166,22,22
AL,27057,22,593,presidente,4,branco,branco
AL,27057,22,593,presidente,12,nulo,nulo
AL,27057,22,341,presidente,148,13,13
AL,27057,22,341,presidente,165,22,22
AL,27057,22,341,presidente,3,branco,branco
